1418.800000,-27.897335,-28.062170,-1.385429
1418.801172,-27.881531,-28.082745,0.641092
1418.802344,-27.891949,-28.087822,0.342528
1418.803516,-27.948637,-28.084724,-2.974886
1418.804688,-27.957371,-28.084929,-3.444466
1418.805859,-27.939939,-28.094728,-1.942078
1418.807031,-27.953884,-28.110601,-1.835321
1418.808203,-27.948826,-28.124760,-0.768945
1418.809375,-27.956572,-28.135021,-0.628981
1418.810547,-27.975348,-28.147886,-0.957684
1418.811719,-27.975857,-28.154886,-0.596714
1418.812891,-27.962116,-28.149757,-0.116959
1418.814062,-27.962803,-28.153767,0.068378
1418.815234,-27.981043,-28.167334,-0.192250
1418.816406,-28.003208,-28.175514,-0.970624
1418.817578,-28.009960,-28.178101,-1.201999
1418.818750,-27.994934,-28.183157,-0.084526
1418.819922,-27.996288,-28.190134,0.229273
1418.821094,-28.014648,-28.201397,-0.166729
1418.822266,-28.017643,-28.209028,0.091908
1418.823437,-28.024090,-28.206032,-0.434574
1418.824609,-28.049744,-28.206860,-1.813257
1418.825781,-28.073015,-28.209499,-2.953015
1418.826953,-28.081638,-28.213690,-3.197192
1418.828125,-28.069492,-28.224638,-1.922336
1418.829297,-28.070492,-28.233183,-1.504324
1418.830469,-28.065569,-28.233946,-1.188865
1418.831641,-28.074884,-28.236008,-1.591227
1418.832813,-28.067371,-28.246643,-0.583248
1418.833984,-28.049509,-28.250105,0.606529
1418.835156,-28.057487,-28.246681,-0.030360
1418.836328,-28.059143,-28.247753,-0.062931
1418.837500,-28.047176,-28.253220,0.911398
1418.838672,-28.066689,-28.265631,0.514068
1418.839844,-28.094891,-28.276718,-0.440962
1418.841016,-28.105129,-28.278225,-0.926744
1418.842187,-28.112789,-28.276333,-1.457042
1418.843359,-28.126499,-28.277691,-2.141074
1418.844531,-28.118000,-28.278854,-1.606158
1418.845703,-28.097893,-28.279049,-0.478344
1418.846875,-28.085918,-28.281151,0.306721
1418.848047,-28.079996,-28.282738,0.726586
1418.849219,-28.078642,-28.282652,0.797563
1418.850391,-28.096130,-28.282578,-0.183540
1418.851562,-28.093285,-28.284359,0.074572
1418.852734,-28.091372,-28.284922,0.212766
1418.853906,-28.118107,-28.292133,-0.875011
1418.855078,-28.104589,-28.291210,-0.173863
1418.856250,-28.095051,-28.280905,-0.216610
1418.857422,-28.097017,-28.276007,-0.598953
1418.858594,-28.103514,-28.266630,-1.480738
1418.859766,-28.114511,-28.258461,-2.541224
1418.860937,-28.118191,-28.263838,-2.447491
1418.862109,-28.095987,-28.267252,-1.028495
1418.863281,-28.070858,-28.262123,0.085217
1418.864453,-28.065111,-28.250374,-0.249569
1418.865625,-28.071821,-28.241428,-1.120542
1418.866797,-28.081579,-28.239887,-1.747228
1418.867969,-28.067711,-28.237949,-1.085482
1418.869141,-28.058689,-28.232336,-0.896107
1418.870312,-28.054134,-28.229647,-0.792392
1418.871484,-28.034479,-28.226622,0.134185
1418.872656,-28.020260,-28.221924,0.666281
1418.873828,-28.023640,-28.213768,0.021761
1418.875000,-28.005684,-28.205952,0.588198
1418.876172,-28.013075,-28.194141,-0.483321
1418.877344,-28.026978,-28.184265,-1.803745
1418.878516,-28.012762,-28.177189,-1.408074
1418.879688,-27.992601,-28.164272,-1.005905
1418.880859,-27.971735,-28.151756,-0.541524
1418.882031,-27.938858,-28.145634,0.952430
1418.883203,-27.953558,-28.138912,-0.244453
1418.884375,-27.967262,-28.132780,-1.347548
1418.885547,-27.939884,-28.119623,-0.557230
1418.886719,-27.912907,-28.096125,-0.363486
1418.887891,-27.906076,-28.084248,-0.644493
1418.889062,-27.897381,-28.073063,-0.782964
1418.890234,-27.851667,-28.054050,0.706512
1418.891406,-27.845098,-28.034912,0.004203
1418.892578,-27.874981,-28.022709,-2.332550
1418.893750,-27.852329,-28.018173,-1.329438
1418.894922,-27.810984,-27.995298,-0.302408
1418.896094,-27.796867,-27.976158,-0.582170
1418.897266,-27.796862,-27.968445,-1.010800
1418.898438,-27.770884,-27.958549,-0.115577
1418.899609,-27.740940,-27.943207,0.700014
1418.900781,-27.721884,-27.929607,1.005518
1418.901953,-27.709600,-27.913540,0.793609
1418.903125,-27.723658,-27.886095,-1.518397
1418.904297,-27.722149,-27.861975,-2.768784
1418.905469,-27.679253,-27.844856,-1.342793
1418.906641,-27.641365,-27.831856,0.042000
1418.907812,-27.602528,-27.823032,1.722620
1418.908984,-27.590683,-27.806496,1.459144
1418.910156,-27.599571,-27.779613,-0.540363
1418.911328,-27.599449,-27.753450,-1.985654
1418.912500,-27.577278,-27.727402,-2.200135
1418.913672,-27.524357,-27.710335,-0.209697
1418.914844,-27.492361,-27.692528,0.582529
1418.916016,-27.495651,-27.677519,-0.438722
1418.917187,-27.483952,-27.662655,-0.614880
1418.918359,-27.442179,-27.642021,0.564391
1418.919531,-27.409611,-27.617235,0.999961
1418.920703,-27.379072,-27.593552,1.384323
1418.921875,-27.375820,-27.579458,0.776743
1418.923047,-27.366478,-27.553123,-0.172480
1418.924219,-27.337017,-27.530878,0.230131
1418.925391,-27.335560,-27.514618,-0.595138
1418.926563,-27.335636,-27.491655,-1.873976
1418.927734,-27.324341,-27.464840,-2.731650
1418.928906,-27.324486,-27.443773,-3.898893
1418.930078,-27.301243,-27.421291,-3.857114
1418.931250,-27.254883,-27.390316,-3.010942
1418.932422,-27.208197,-27.377407,-1.142579
1418.933594,-27.180748,-27.366753,-0.208204
1418.934766,-27.160774,-27.340820,-0.540142
1418.935937,-27.137869,-27.312620,-0.834697
1418.937109,-27.117308,-27.288033,-1.058468
1418.938281,-27.106743,-27.267639,-1.603808
1418.939453,-27.081690,-27.245567,-1.438544
1418.940625,-27.049753,-27.221727,-0.989067
1418.941797,-27.023701,-27.201290,-0.676871
1418.942969,-26.998264,-27.180040,-0.443809
1418.944141,-26.971954,-27.155621,-0.338518
1418.945312,-26.957275,-27.127693,-1.075528
1418.946484,-26.944370,-27.104342,-1.655071
1418.947656,-26.934940,-27.089642,-1.946916
1418.948828,-26.925369,-27.063850,-2.842941
1418.950000,-26.919491,-27.032366,-4.250656
1418.951172,-26.889467,-27.009317,-3.868008
1418.952344,-26.837425,-26.986607,-2.252227
1418.953516,-26.793978,-26.961517,-1.235345
1418.954687,-26.790598,-26.935938,-2.464468
1418.955859,-26.795948,-26.914976,-3.913132
1418.957031,-26.775599,-26.895157,-3.884017
1418.958203,-26.720261,-26.872099,-2.105323
1418.959375,-26.690962,-26.851254,-1.637320
1418.960547,-26.676895,-26.821367,-2.512386
1418.961719,-26.648598,-26.800495,-2.102060
1418.962891,-26.615154,-26.781282,-1.313677
1418.964062,-26.576809,-26.757257,-0.517745
1418.965234,-26.542778,-26.725445,-0.394205
1418.966406,-26.505358,-26.696779,0.093927
1418.967578,-26.473331,-26.675533,0.696364
1418.968750,-26.471863,-26.653502,-0.451468
1418.969922,-26.459761,-26.629749,-1.099362
1418.971094,-26.434805,-26.608654,-0.884854
1418.972266,-26.422903,-26.587484,-1.399503
1418.973438,-26.407455,-26.570513,-1.484028
1418.974609,-26.363247,-26.551229,-0.097936
1418.975781,-26.358818,-26.528378,-1.123197
1418.976953,-26.342255,-26.503428,-1.588490
1418.978125,-26.309328,-26.473083,-1.445319
1418.979297,-26.293173,-26.450636,-1.794012
1418.980469,-26.266151,-26.429565,-1.464231
1418.981641,-26.220417,-26.406769,-0.188849
1418.982812,-26.183844,-26.385405,0.660530
1418.983984,-26.170595,-26.376589,0.908633
1418.985156,-26.175037,-26.361279,-0.195015
1418.986328,-26.157656,-26.328699,-1.040772
1418.987500,-26.149906,-26.300797,-2.157747
1418.988672,-26.139231,-26.279480,-2.745420
1418.989844,-26.113342,-26.256617,-2.578497
1418.991016,-26.076515,-26.235579,-1.705394
1418.992188,-26.051525,-26.216486,-1.378433
1418.993359,-26.057892,-26.195307,-2.901725
1418.994531,-26.046141,-26.173599,-3.449913
1418.995703,-26.026653,-26.145844,-3.904229
1418.996875,-26.017197,-26.124155,-4.574740
1418.998047,-25.963749,-26.111206,-2.347509
1418.999219,-25.921219,-26.089855,-1.174460
1419.000391,-25.892963,-26.063217,-1.084653
1419.001562,-25.856403,-26.039688,-0.359781
1419.002734,-25.824505,-26.023493,0.516612
1419.003906,-25.813602,-25.999586,-0.209393
1419.005078,-25.810415,-25.980417,-1.098616
1419.006250,-25.775532,-25.958254,-0.391136
1419.007422,-25.752363,-25.936710,-0.300583
1419.008594,-25.761883,-25.918560,-1.837533
1419.009766,-25.735542,-25.897099,-1.567227
1419.010937,-25.708622,-25.875954,-1.246875
1419.012109,-25.692326,-25.849112,-1.831533
1419.013281,-25.680588,-25.830395,-2.217637
1419.014453,-25.653690,-25.811554,-1.771837
1419.015625,-25.641317,-25.792171,-2.159738
1419.016797,-25.635799,-25.782766,-2.374578
1419.017969,-25.617664,-25.765976,-2.300283
1419.019141,-25.586857,-25.741306,-1.960852
1419.020313,-25.539635,-25.717318,-0.671645
1419.021484,-25.498722,-25.697231,0.489847
1419.022656,-25.503735,-25.682213,-0.627405
1419.023828,-25.517979,-25.668278,-2.190430
1419.025000,-25.487644,-25.644247,-1.841653
1419.026172,-25.459414,-25.618078,-1.727459
1419.027344,-25.461607,-25.605249,-2.558174
1419.028516,-25.436039,-25.588150,-2.090226
1419.029687,-25.381874,-25.561234,-0.578354
1419.030859,-25.368326,-25.545931,-0.676014
1419.032031,-25.381065,-25.537737,-1.837865
1419.033203,-25.364294,-25.516073,-2.108586
1419.034375,-25.337017,-25.494225,-1.808169
1419.035547,-25.302382,-25.479059,-0.727581
1419.036719,-25.270653,-25.465992,0.312693
1419.037891,-25.265749,-25.446537,-0.498833
1419.039062,-25.286064,-25.428408,-2.629870
1419.040234,-25.273567,-25.410969,-2.902444
1419.041406,-25.224123,-25.392307,-1.199566
1419.042578,-25.169376,-25.372070,0.723904
1419.043750,-25.132170,-25.354757,1.839690
1419.044922,-25.121712,-25.335730,1.358415
1419.046094,-25.119473,-25.314011,0.267956
1419.047266,-25.097294,-25.297302,0.573681
1419.048437,-25.096788,-25.280994,-0.308463
1419.049609,-25.101883,-25.270250,-1.189391
1419.050781,-25.092026,-25.257921,-1.326590
1419.051953,-25.072870,-25.239241,-1.300239
1419.053125,-25.051058,-25.221851,-1.054652
1419.054297,-25.027018,-25.195005,-1.210460
1419.055469,-25.007195,-25.175648,-1.184635
1419.056641,-24.998320,-25.162039,-1.447309
1419.057812,-24.967743,-25.143736,-0.765655
1419.058984,-24.950108,-25.133049,-0.378915
1419.060156,-24.957718,-25.119644,-1.546739
1419.061328,-24.935743,-25.100574,-1.385650
1419.062500,-24.916437,-25.086426,-1.099362
1419.063672,-24.917786,-25.068266,-2.180420
1419.064844,-24.898338,-25.053341,-1.930243
1419.066016,-24.894535,-25.041225,-2.389869
1419.067188,-24.900377,-25.030907,-3.280972
1419.068359,-24.863258,-25.017300,-1.983442
1419.069531,-24.808901,-25.003786,0.287338
1419.070703,-24.782059,-24.991129,1.080975
1419.071875,-24.783886,-24.971416,-0.123125
1419.073047,-24.785873,-24.955826,-1.101381
1419.074219,-24.769592,-24.940634,-1.040883
1419.075391,-24.775673,-24.924259,-2.285103
1419.076562,-24.776323,-24.904394,-3.416235
1419.077734,-24.744949,-24.892963,-2.316735
1419.078906,-24.712248,-24.885786,-0.902135
1419.080078,-24.709988,-24.872334,-1.523457
1419.081250,-24.683949,-24.858339,-0.854743
1419.082422,-24.650532,-24.840122,-0.008240
1419.083594,-24.631655,-24.827328,0.331357
1419.084766,-24.612978,-24.817532,0.828006
1419.085938,-24.624706,-24.804220,-0.569755
1419.087109,-24.609837,-24.786674,-0.718678
1419.088281,-24.594995,-24.769258,-0.861849
1419.089453,-24.589993,-24.755333,-1.357392
