0.000000,-16.738552
1.000000,-16.750824
2.000000,-16.759476
3.000000,-16.764444
4.000000,-16.779924
5.000000,-16.773979
6.000000,-16.774483
7.000000,-16.777403
8.000000,-16.783470
9.000000,-16.786715
10.000000,-16.779119
11.000000,-16.797522
12.000000,-16.800665
13.000000,-16.799854
14.000000,-16.791409
15.000000,-16.801519
16.000000,-16.798710
17.000000,-16.800159
18.000000,-16.794903
19.000000,-16.802433
20.000000,-16.801243
21.000000,-16.807255
22.000000,-16.799452
23.000000,-16.819323
24.000000,-16.815308
25.000000,-16.820280
26.000000,-16.822559
27.000000,-16.816408
28.000000,-16.804291
29.000000,-16.813427
30.000000,-16.808891
31.000000,-16.810223
32.000000,-16.823065
33.000000,-16.793789
34.000000,-16.805878
35.000000,-16.809919
36.000000,-16.814432
37.000000,-16.815159
38.000000,-16.814730
39.000000,-16.808107
40.000000,-16.820440
41.000000,-16.810814
42.000000,-16.824369
43.000000,-16.813679
44.000000,-16.828768
45.000000,-16.822563
46.000000,-16.819248
47.000000,-16.827034
48.000000,-16.835627
49.000000,-16.832603
50.000000,-16.837116
51.000000,-16.838676
52.000000,-16.835882
53.000000,-16.828636
54.000000,-16.839378
55.000000,-16.828754
56.000000,-16.832781
57.000000,-16.830030
58.000000,-16.840456
59.000000,-16.846487
60.000000,-16.835850
61.000000,-16.833050
62.000000,-16.842587
63.000000,-16.841228
64.000000,-16.834702
65.000000,-16.839132
66.000000,-16.840073
67.000000,-16.827524
68.000000,-16.851126
69.000000,-16.834620
70.000000,-16.849825
71.000000,-16.844002
72.000000,-16.847275
73.000000,-16.850779
74.000000,-16.841942
75.000000,-16.839153
76.000000,-16.850965
77.000000,-16.859892
78.000000,-16.849119
79.000000,-16.848114
80.000000,-16.853039
81.000000,-16.852955
82.000000,-16.847998
83.000000,-16.854006
84.000000,-16.853025
85.000000,-16.854874
86.000000,-16.861876
87.000000,-16.864758
88.000000,-16.855648
89.000000,-16.866301
90.000000,-16.865177
91.000000,-16.860666
92.000000,-16.862083
93.000000,-16.855888
94.000000,-16.861080
95.000000,-16.853025
96.000000,-16.872431
97.000000,-16.862906
98.000000,-16.864298
99.000000,-16.864075
100.000000,-16.857250
101.000000,-16.856520
102.000000,-16.866791
103.000000,-16.857107
104.000000,-16.859510
105.000000,-16.859793
106.000000,-16.865408
107.000000,-16.863461
108.000000,-16.872566
109.000000,-16.876108
110.000000,-16.866980
111.000000,-16.862053
112.000000,-16.872160
113.000000,-16.867018
114.000000,-16.858265
115.000000,-16.865316
116.000000,-16.870140
117.000000,-16.856443
118.000000,-16.876942
119.000000,-16.871189
120.000000,-16.872580
121.000000,-16.869410
122.000000,-16.875759
123.000000,-16.870920
124.000000,-16.869434
125.000000,-16.872656
126.000000,-16.869894
127.000000,-16.885349
128.000000,-16.874306
129.000000,-16.874424
130.000000,-16.871477
131.000000,-16.880167
132.000000,-16.879059
133.000000,-16.887844
134.000000,-16.880882
135.000000,-16.876751
136.000000,-16.885731
137.000000,-16.878874
138.000000,-16.885777
139.000000,-16.878738
140.000000,-16.883339
141.000000,-16.877689
142.000000,-16.874153
143.000000,-16.885489
144.000000,-16.879911
145.000000,-16.878870
146.000000,-16.894899
147.000000,-16.880575
148.000000,-16.881630
149.000000,-16.892597
150.000000,-16.880157
151.000000,-16.892822
152.000000,-16.877068
153.000000,-16.896111
154.000000,-16.891300
155.000000,-16.896877
156.000000,-16.892391
157.000000,-16.889946
158.000000,-16.891426
159.000000,-16.907026
160.000000,-16.909193
161.000000,-16.899790
162.000000,-16.908167
163.000000,-16.903671
164.000000,-16.904102
165.000000,-16.903879
166.000000,-16.903418
167.000000,-16.905361
168.000000,-16.913706
169.000000,-16.902903
170.000000,-16.902903
171.000000,-16.901821
172.000000,-16.900688
173.000000,-16.898277
174.000000,-16.898945
175.000000,-16.907391
176.000000,-16.905968
177.000000,-16.898109
178.000000,-16.907141
179.000000,-16.913986
180.000000,-16.901649
181.000000,-16.896215
182.000000,-16.908762
183.000000,-16.906116
184.000000,-16.908871
185.000000,-16.901005
186.000000,-16.901680
187.000000,-16.917768
188.000000,-16.903885
189.000000,-16.917017
190.000000,-16.913715
191.000000,-16.908165
192.000000,-16.919548
193.000000,-16.913712
194.000000,-16.917149
195.000000,-16.914694
196.000000,-16.920172
197.000000,-16.926214
198.000000,-16.914118
199.000000,-16.915190
200.000000,-16.915041
201.000000,-16.922171
202.000000,-16.931295
203.000000,-16.923820
204.000000,-16.898195
205.000000,-16.913582
206.000000,-16.908514
207.000000,-16.921104
208.000000,-16.916691
209.000000,-16.922144
210.000000,-16.930925
211.000000,-16.917112
212.000000,-16.922871
213.000000,-16.916296
214.000000,-16.934721
215.000000,-16.924410
216.000000,-16.914104
217.000000,-16.921873
218.000000,-16.925371
219.000000,-16.925581
220.000000,-16.916870
221.000000,-16.921215
222.000000,-16.922388
223.000000,-16.919538
224.000000,-16.906731
225.000000,-16.928085
226.000000,-16.924007
227.000000,-16.920578
228.000000,-16.924288
229.000000,-16.930861
230.000000,-16.936562
231.000000,-16.927139
232.000000,-16.917650
233.000000,-16.932499
234.000000,-16.922207
235.000000,-16.921124
236.000000,-16.937117
237.000000,-16.929075
238.000000,-16.945724
